Rank,Hospital,Country
8195,Vseobecna Nemocnica S Poliklinikou Levoca,Slovakia 
8451,Nemocnica Alexandra Wintera,Slovakia 
8793,ÅÊpecializovanÌÁ Nemocnica pre OrtopedickÌ_ Protetiku Bratislava n.o (SNOP),Slovakia 
9080,Hospitalska Rehola Sv Jana Z Boha Nemocnica S Poliklinikou MilosrdnÌ_ Bratia Spol S R.O.,Slovakia 
9204,Nemocnica Dr V Alexandra Kezmarok,Slovakia 
9476,Nemocnica Krompachy Spol S R.O.,Slovakia 
9639,Nemocnica Snina,Slovakia 
9719,Nemocnica S Poliklinikou KraeovskÌ_ Chlmec N.O.,Slovakia 
9773,Nova Poliklinika,Slovakia 
10104,Nemocnice S Poliklinikou Ilava N.O.,Slovakia 
10158,Polikliniky Vajnorska,Slovakia 
10278,Nemocnica S Poliklinikou V Novom Meste Nad Vahom,Slovakia 
10321,Nemocnica Banovce,Slovakia 
10713,Oftal Ocne Centrum Zvolen Oftal Eye Centre,Slovakia 
11217,Poliklinika Sustekova,Slovakia 
11222,Psychiatrickej Nemocnice Michalovce N.O.,Slovakia 
11559,Detska Klinika Lekarskej Fakulty Univerzity Komenskeho,Slovakia 
11634,Klein & Gefferth Spol S R.O Nestatna Poliklinika,Slovakia 
11651,Poliklinika MÌ_tna,Slovakia 
294,Institute of Oncology Ljubljana,Slovenia 
921,University Clinic Golnik,Slovenia 
2976,BolniÅÁnica TopolÅÁica,Slovenia 
5176,SploÅÁna BolniÅÁnica Murska Sobota Prijazna BolniÅÁnica Sredi Prekmurske Ravnice,Slovenia 
6108,Univerzitetni klini€çni Center Maribor,Slovenia 
7399,Psihiatricna Klinika Ljubljana University Psychiatric Hospital,Slovenia 
7881,General Hospital Celje,Slovenia 
8563,Pediatricno Kliniko V Ljubljani,Slovenia 
9663,Psihiatricna Bolnisnica Ormoz,Slovenia 
10141,Jz Psihiatricna Bolnisnica Vojnik,Slovenia 
169,Hospital Universitario Virgen de las Nieves,Spain 
194,Parc de Salut Mar,Spain 
239,Complejo Hospitalario Universitario de Albacete,Spain 
252,Hospital Sant Joan de Deu,Spain 
254,Hospital Vall d'Hebron,Spain 
347,Hospital de Cruces,Spain 
350,(1)  Hospital de la Santa Creu i Sant Pau,Spain 
372,Grupo Fraternidad Muprespa,Spain 
380,ClÌ_nica Universitaria de Navarra,Spain 
397,Grupo Hospitalario QuirÌ_n,Spain 
425,Corporacio Parc TaulÌ_,Spain 
517,Hospital Universitario Marques de Valdecilla,Spain 
620,Hospital Central de Asturias,Spain 
635,Consorcio Hospital General Universitario de Valencia,Spain 
695,Instituto Valenciano de Infertilidad,Spain 
802,Hospital Nacional de ParaplÌ©jicos de Toledo,Spain 
885,Hospital Clinic de Barcelona,Spain 
929,Centro MÌ©dico Teknon,Spain 
1048,Hospital Universitari de Bellvitge,Spain 
1055,ClÌ_nica Baviera Instituto OftalmolÌ_gico Europeo,Spain 
1178,Centro OncolÌ_gico Mdanderson Internacional EspaÌ±a,Spain 
1196,Hospital Costa del Sol,Spain 
1251,Instituto Bernabeu,Spain 
1280,ClÌ_nica Tambre,Spain 
1559,Institut Ferran de ReumatologÌ_a,Spain 
1657,Agencia Valenciana de Salut Departamento 19 Hospital Gral Universitario de Alicante,Spain 
1809,Orden Hospitalaria de San Juan de Dios Provincia BÌ©tica,Spain 
1873,FundaciÌ_ Puigvert ClÌ_nica Uro Nefro AndrolÌ_gica,Spain 
1923,Clinica Cemtro Madrid,Spain 
1968,Instituto de MicrocirugÌ_a Ocular de Barcelona,Spain 
1989,Unidad de NeurocirugÌ_a RGS,Spain 
2009,Hospital General de Ciudad Real Complejo Hospitalario de Ciudad Real,Spain 
2049,Barraquer Centro de OftalmologÌ_a,Spain 
2065,Dexeus Salud de la Mujer Departamento de Obstetricia GinecologÌ_a y ReproducciÌ_n USP - Instituto Universitario Dexeus,Spain 
2272,Centro de CirugÌ_a de MÌ_nima InvasiÌ_n JesÌ_s UsÌ_n,Spain 
2320,ClÌ_nica Asturias,Spain 
2343,Grupo Hospital de Madrid,Spain 
2359,Fundacion Hospital Son LlÌÊtzer,Spain 
2379,Hospital de Nens de Barcelona,Spain 
2481,ClÌ_nica la Luz,Spain 
2499,Consorci Sanitari de Lå«Alt Penedes,Spain 
2519,Hospital General YagÌ_e,Spain 
2525,Hospiten Grupo Hospitalario,Spain 
2533,Instituto Marques,Spain 
2549,ClÌ_nicas LaservisiÌ_n ClÌ_nica OftalmolÌ_gica Dr LÌ_pez Castro,Spain 
2572,FundaciÌ_n para la InvestigaciÌ_n Hospital la Fe,Spain 
2585,Hospital Obispo Polanco Teruel,Spain 
2650,Centre de Medicina Regenerativa de Barcelona,Spain 
2787,Orden Hospitalaria de San Juan de Dios en EspaÌ±a,Spain 
2812,Hospitales Nisa,Spain 
2921,Grupo IDCsalud,Spain 
3060,Policlinica Gipuzkoa,Spain 
3065,Parc Sanitari Sant Joan de DÌ©u,Spain 
3143,FundaciÌ_n Kovacs,Spain 
3153,Grup Assistencial Institut Pere Mata,Spain 
3214,Complejo Hospitalario Universitario de Vigo,Spain 
3229,Complejo Hospitalario Juan Canalejo a CoruÌ±a,Spain 
3257,ClÌ_nica Dam ClÌ_nica de Dr Antonio & Miranda,Spain 
3373,Grup Assistencia,Spain 
3538,Clinica Ruber - Hospital Ruber,Spain 
3542,Institut Municipal d'InvestigaciÌ_ MÌ©dica Hospital del Mar,Spain 
3568,Consorci Sanitari de Terrassa,Spain 
3670,Instituto de InvestigaciÌ_n en Ciencias de la Salud del Hospital Universitari Germans Trias i Pujol,Spain 
3780,Empresa PÌ_blica Hospital Alto Guadalquivir,Spain 
3784,Grup Sagessa Grup d'Assistencia SanitÌÊria i Social,Spain 
3866,Orden Hospitalaria San Juan de Dios Provincia de Castilla,Spain 
3915,Hospital Internacional Medimar,Spain 
3940,Consorci Sanitari Integral,Spain 
3946,Cefer Instituto de ReproducciÌ_n,Spain 
4001,ClÌ_nica Rotger,Spain 
4160,Institut Guttmann,Spain 
4230,Instituto Universitario de OftalmologÌ_a Aplicada,Spain 
4249,ClÌ_nica Obesitas,Spain 
4359,Hospital de Torrevieja,Spain 
4366,Instituto Valenciano de OncologÌ_a,Spain 
4486,ÌÅrea de Salud de Puertollano,Spain 
4507,Unidad de TraumatologÌ_a y CirugÌ_a Ortopedica del Hospital Virgen de La Concha,Spain 
4556,Unidad Oftalmologia Hospital Virgen Del Mar,Spain 
4731,Hospital Provincial de CastellÌ_n,Spain 
4744,Ias Institut d'Assistencia Sanitaria,Spain 
4778,Institut Clinica Corachan,Spain 
4855,Hospital San Juan de Dios LeÌ_n,Spain 
4887,Centres MÌ©dicos Creu Blanca,Spain 
4888,ClÌ_nica Eugin,Spain 
5005,Hospital Ruber Internacional,Spain 
5105,Vissum CorporaciÌ_n OftalmolÌ_gica,Spain 
5274,Hospital Universitario de Guadalajara,Spain 
5298,(1)  Consorci Hospitalari de Vic,Spain 
5343,CRC CorporaciÌ_ Sanitaria,Spain 
5379,ClÌ_nica Vascular Zurbano,Spain 
5434,Instituto OftalmolÌ_gico Integral de Barcelona,Spain 
5434,Instituto Nacional de Silicosis,Spain 
5515,PoliclÌ_nica Miramar,Spain 
5584,ClÌ_nica Ntra Sra del Remedio,Spain 
5591,Red Asistencial Juaneda,Spain 
5597,ClÌ_nica San Roque,Spain 
5666,Departamento de Oftalmologia del Institut Universitari Dexeus,Spain 
5676,Centro de Salud la Alamedilla Salamanca,Spain 
5804,Hospital PlatÌ_ FundaciÌ_ Privada,Spain 
5810,Civte Centro de FecundaciÌ_n in Vitro y Transferencia Embrionaria,Spain 
5870,Cetir Grup MÌ©dic Barcelona,Spain 
6011,Hospital ClÌ_nica Benidorm,Spain 
6027,ClÌ_nicas Ginemed,Spain 
6079,Hospital de Sagunto,Spain 
6099,FundaciÌ_ ClÌ_nica Fiatc,Spain 
6256,Hospital San AgustÌ_n Asturias,Spain 
6292,A Medics,Spain 
6335,Unidad de ReproducciÌ_n Asistida de la ClÌ_nica Vista Hermosa,Spain 
6342,Hospital Virgen de la Luz de Cuenca,Spain 
6383,Hospital Aita Menni Ospitalea,Spain 
6383,Servicio de CirugÌ_a General y Digestiva del Hospital Madrid Norte,Spain 
6426,Grup MÌ_tua de Terrasa,Spain 
6436,FundaciÌ_ Privada Hospital Residencia de PuigcerdÌÊ,Spain 
6465,Complejo Hospitalario de Toledo,Spain 
6498,Benito Menni Complex Assistencial en Salut Mental,Spain 
6582,ClÌ_nica Ginegranada,Spain 
6617,Instituto Murciano de Fertilidad,Spain 
6632,GestiÌ_ de Serveis Sanitaris Hospital Santa Maria,Spain 
6632,Institut d‰Ûª InvestigaciÌ_ BiomÌ©dica de Girona,Spain 
6654,ClÌ_nica Santa MarÌ_a de La AsunciÌ_n,Spain 
6734,(1)  Crea Centro MÌ©dico de ReproducciÌ_n Asistida,Spain 
6797,FundaciÌ_n Hospital Manacor,Spain 
6850,FundaciÌ_n Caubet Cimera Centro Internacional de Medicina Respiratoria Avanzada,Spain 
6907,ClÌ_nica Santa Elena Madrid,Spain 
6921,Hospital Sierrallana,Spain 
6925,ClÌ_nicas NovovisiÌ_n Grupo Novosalud,Spain 
6925,Instituto Valenciano de Fertilidad,Spain 
7040,Hospital Victoria Eugenia Sevilla,Spain 
7074,Centro de Infertilidad y ReproducciÌ_n Humana,Spain 
7080,(1)  ClÌ_nica Girona,Spain 
7104,Instituto OftalmolÌ_gico FernÌÁndez Vega,Spain 
7163,Hospital Casa de Salud Valencia,Spain 
7194,ClÌ_nica Marbella High Care,Spain 
7200,FundaciÌ_n Hospital de Jove,Spain 
7222,Instituto de OftalmologÌ_a la Arruzafa ClÌ_nica la Arruzafa,Spain 
7248,ClÌ_nica CirugÌ_a Ocular,Spain 
7270,Grupo Medicentro,Spain 
7301,Servicio de CardiologÌ_a del Hospital General Universitario Gregorio MaraÌ±Ì_n Laboratorio de Imagen Cardiaca,Spain 
7306,FundaciÌ_ Hospital de l'Esperit Sant,Spain 
7306,Instituto Balear de Infertilidad GinecologÌ_a y ReproducciÌ_n ClÌ_nica Son Moix,Spain 
7423,Barcelona Centre Medic,Spain 
7482,ClÌ_nica El Bosque - Centro ClÌ_nico El Bosque,Spain 
7484,Fp Hospital Sant Jaume de Olot,Spain 
7493,Hospital San Francisco de AsÌ_s Malaga,Spain 
7522,La Ribera Departamento 11 de Salud,Spain 
7528,ClÌ_nica OftalmolÌ_gica VisiÌ_n 10,Spain 
7554,Eurocanarias OftalmolÌ_gica,Spain 
7589,Centro ClÌ_nico Betanzos,Spain 
7633,ClÌ_nica OftalmolÌ_gica Iradier,Spain 
7657,Hospital San AgustÌ_n Sevilla,Spain 
7667,Hospital de Basurto Basurtuko Ospitalea,Spain 
7779,ÌÅrea de Salud de Melilla,Spain 
7851,Hospital Beata MarÌ_a Ana,Spain 
7851,Barcelona Ocular Ico Institut Comtal d'Oftalmologia,Spain 
7884,Hospital Vall d'Hebron - Unidad de ReumatologÌ_a,Spain 
7899,Hospital San Rafael Hnos San Juan de Dios Madrid,Spain 
7900,ClÌ_nica OftalmolÌ_gica Dr Soler,Spain 
7974,Grupo Imo Instituto MadrileÌ±o de OncologÌ_a,Spain 
8042,ClÌ_nica Fiv Madrid,Spain 
8116,Centro Sanitario Virgen del Pilar,Spain 
8184,Hospital de Sant Celoni,Spain 
8190,Xanit International Hospital,Spain 
8212,Centro OftalmolÌ_gico ClÌ_nica Rahhal,Spain 
8262,ClÌ_nica Novo Sancti Petri,Spain 
8344,ClÌ_nica la Milagrosa,Spain 
8364,Hospital Regional Universitario Carlos Haya,Spain 
8406,ClÌ_nica del Pilar,Spain 
8458,Consorci Sanitari del Maresme,Spain 
8514,Hospitale Universitario Virgen del RocÌ_o,Spain 
8529,FundaciÌ_ Hospital Sant Pere Claver,Spain 
8591,Centro de ReproducciÌ_n Asistida de Marbella,Spain 
8635,JosÌ© Manuel Pascual Pascual S.A GestiÌ_n Hospitalaria,Spain 
8649,Xarxa Sanitaria i Social de Santa Tecla,Spain 
8692,Povisa Hospital PoliclÌ_nica Vigo S.A.,Spain 
8697,PoliclÌ_nica Barcelona,Spain 
8712,FundaciÌ_ Hospital Sant Jaume I Santa Magdalena,Spain 
8775,Hospital Universitario Ntra Sra de la Candelaria,Spain 
8784,Servicio de CirugÌ_a Cardiaca del Hospital 12 de Octubre,Spain 
8823,Complejo Hospitalario San LuÌ_s de Palencia Hospital Psiquiatrico San LuÌ_s,Spain 
8844,ClÌ_nica RincÌ_n Centro MÌ©dico de Especialidades,Spain 
8891,Institut de la Macula i de la Retina,Spain 
8982,Iandroms Instituto de AndrologÌ_a y Medicina Sexual S.L.,Spain 
9000,Cefiva Centro de Fertilizacion in Vitro de Asturias,Spain 
9008,Fiv Recoletos ReproducciÌ_n Asistida,Spain 
9053,Centro de DiagnÌ_stico por Imagen Dr ManchÌ_n,Spain 
9064,ClÌ_nica Ntra Sra del Pilar de Barcelona,Spain 
9080,Instituto ClÌ_nico QuirÌ_rgico de OftalmologÌ_a de Bilbao,Spain 
9121,ClÌ_nica OftalmolÌ_gica Alicante,Spain 
9148,Instituto de OftalmologÌ_a Avanzada,Spain 
9155,CorporaciÌ_ de Salut del Maresme i la Selva,Spain 
9217,Instituto OftalmolÌ_gico Hoyos,Spain 
9272,Hospital Infanta Luisa,Spain 
9308,Hospital Virgen de la Paloma,Spain 
9328,ClÌ_nica Belladona ClÌ_nica GinecolÌ_gica,Spain 
9351,PoliclÌ_nica Lacibis,Spain 
9448,ClÌ_nicas de OftalmologÌ_a VistalÌÁser MÌÁlaga,Spain 
9458,Hospital Universitari Sagrat Cor,Spain 
9466,Hospital Mesa del Castillo,Spain 
9498,Centro MÌ©dico de Asturias,Spain 
9498,Hospital San Juan de Dios de CÌ_rdoba Orden Hospitalaria de San Juan de Dios,Spain 
9513,Irema Instituto de ReproducciÌ_n de la Marina Alta,Spain 
9520,Centro Hospitalario Padre Menni,Spain 
9559,Centro MÌ©dico Virgen de la Caridad,Spain 
9605,Hospital del Oriente de Asturias FundaciÌ_n Francisco Grande Covian,Spain 
9626,Instituto MadrileÌ±o de Fertilidad,Spain 
9631,Centro OncolÌ_gico de Galicia JosÌ© Antonio Quiroga y PiÌ±eyro,Spain 
9648,PoliclÌ_nica Sagasta,Spain 
9657,Multimedica Centro Salamanca ClÌ_nica de la Mujer,Spain 
9673,Biogest Centre de ReproducciÌ_ Humana Reus,Spain 
9673,Centro MÌ©dico GinecolÌ_gico Manzanera,Spain 
9700,ClÌ_nica Deyma DensitometrÌ_a y MamografÌ_a,Spain 
9715,ClÌ_nica Isadora,Spain 
9719,(1)  ClÌ_nica San Francisco de LeÌ_n,Spain 
9747,Urh Unidad de ReproducciÌ_n Humana GarcÌ_a del Real,Spain 
9773,Hospital IMED Levante,Spain 
9821,ClÌ_nica Sagrada Familia,Spain 
9834,ÌÅrea de Salud de Ibiza y Formentera,Spain 
9874,Hospital Infanta Margarita,Spain 
9874,Institut CatalÌÊ de Retina,Spain 
9926,Instituto GinecolÌ_gico la CigÌ_eÌ±a,Spain 
9935,Hospital Sagrat Cor de Martorell,Spain 
9938,Instituto ExtremeÌ±o de ReproducciÌ_n Asistida en Badajoz,Spain 
9994,Centro MÌ©dico Deyre,Spain 
10029,Centro MÌ©dico Denia Grupo Jerigu S.L.,Spain 
10057,CÌ_nica Miestetic,Spain 
10062,Hospital Delfos,Spain 
10066,Hospital de Molina,Spain 
10141,ClÌ_nica OftalmolÌ_gica Dr Vila,Spain 
10184,ClÌ_nica ReproducciÌ_n Asistida Quiron Grupo Hospitalario Quiron,Spain 
10205,CHIP Complejo Hospitalario Integral Privado,Spain 
10210,ClÌ_nica Imer Instituto de Medicina Reproductiva,Spain 
10230,Centro MÌ©dico AragÌ_n,Spain 
10230,Centro de UrologÌ_a AndrologÌ_a y SexologÌ_a,Spain 
10259,ClÌ_nica Montpellier,Spain 
10267,Fundacion Hospital General de La Santisima Trinidad,Spain 
10341,Embriogyn Centro de ReproducciÌ_n Humana Asistida y DiagnÌ_stico Prenatal,Spain 
10352,ClÌ_nica Illanes Centro Medico ProctolÌ_gico,Spain 
10373,ClÌ_nica Salus Infirmorum,Spain 
10384,Hospital ClÌ_nico Universitario Lozano Blesa de Zaragoza,Spain 
10409,Lasik Center S.A.,Spain 
10418,ClÌ_nica Fuensanta,Spain 
10425,FundaciÌ_n PurÌ_sima ConcepciÌ_n,Spain 
10511,Hospital Perpetuo Socorro,Spain 
10513,Servicio de OncologÌ_a Medica Hospital Universitario de Salamanca,Spain 
10526,Instituto Internacional de CirugÌ_a OrtopÌ©dica del Pie,Spain 
10555,Pius Hospital de Valls Hospital Comarcal de l‰ÛªAlt Camp i la Conca de BarberÌÊ,Spain 
10576,Ginemedica ClÌ_nica GinecolÌ_gica,Spain 
10661,Hospital Cruz Roja EspaÌ±ola de GijÌ_n,Spain 
10677,Salus XXI Medical Group,Spain 
10691,Hospital Universitari la Fe de Valencia,Spain 
10721,ClÌ_nica Ochoa,Spain 
10728,Almasalud PoliclÌ_nica AlmuÌ±Ì©car,Spain 
10748,Asistencia los ÌÅngeles CÌ_rdoba,Spain 
10818,Ilo OftalmologÌ_a Centro OftalmolÌ_gico Ferreruela,Spain 
10942,Hospital PoliclÌ_nico la Rosaleda,Spain 
10960,Grupo Salus Asistencia Sanitaria,Spain 
10971,Hospital de HellÌ_n,Spain 
10987,Instituto de CirugÌ_a UrolÌ_gica Avanzada ICUA,Spain 
11000,ClÌ_nica V San SebastiÌÁn,Spain 
11002,ClÌ_nica Buenavista,Spain 
11021,ClÌ_nica OftalmolÌ_gica Dr Benavides,Spain 
11021,Centre Sociosanitari de Vilafranca Ricard Fortuny Consorci Sociosanitari de Vilafranca del Penedes,Spain 
11075,Clinic Balear,Spain 
11095,ClÌ_nica Vista Hermosa,Spain 
11127,ClÌ_nicas OftalmolÌ_gicas Centrofama,Spain 
11132,ClÌ_nica Sanabria,Spain 
11142,Unidad de EndocrinologÌ_a PediÌÁtrica Hospital Clinico Universitario de Santiago de Compostela,Spain 
11152,ClÌ_nica Dator,Spain 
11168,ClÌ_nica Gaias Centro MÌ©dico,Spain 
11196,Polusa PoliclÌ_nico Lucense S.A.,Spain 
11198,Unidad de CardiologÌ_a Pediatrica del Hospital General Universitario Gregorio MaraÌ±Ì_n,Spain 
11220,Grupo PoliclÌ_nica,Spain 
11235,Oculsur ClÌ_nica OftÌÁlmica,Spain 
11248,Centro Asistencial San Juan de Dios MÌÁlaga,Spain 
11253,ClÌ_nica E.M.E.C.E.,Spain 
11257,Club de Mar Medical Center,Spain 
11286,Hospital San Juan de Dios del Aljarafe Consorcio Hospitalario PÌ_blico,Spain 
11288,Instituto Oncologico de Guipuzcoa,Spain 
11288,Instituto PsiquiÌÁtrico LÌ_pez Ibor,Spain 
11316,ClÌ_nica OftalmolÌ_gica Coro,Spain 
11328,FundaciÌ_ Privada Hospital de Mollet,Spain 
11364,PoliclÌ_nico Santa BÌÁrbara,Spain 
11433,ClÌ_nica Mariscal,Spain 
11463,Hospital San Rafael La CoruÌ±a,Spain 
11477,Instituto Ginetec de Barcelona,Spain 
11501,Centre de GenÌ¬tica Girona,Spain 
11510,Centro de CirugÌ_a Ocular Aver,Spain 
11529,Instituto OftÌÊlmico de Mallorca,Spain 
11551,Cematec Centros de Medicina Avanzada y TecnolÌ_gica,Spain 
11569,Cooperativa Sanitaria de Galicia,Spain 
11576,Institut CatalÌÊ de Traumatologia y Medicina de l'Esport,Spain 
11590,Centro MÌ©dico Gran VÌ_a,Spain 
11613,Centro MÌ©dico Maestranza,Spain 
11646,Unidad de CardiologÌ_a del Hospital Universitario Morales Meseguer,Spain 
11676,Centre MÌ¬dic Diagnostic Alomar,Spain 
11708,Centro MÌ©dico El Carmen de Ourense,Spain 
11750,Centre MÌ¬dic Creu Groga,Spain 
11750,Centre de ReproducciÌ_ Assistida ClÌ_nica Sagrada Familia de Barcelona,Spain 
11778,Centro RadiolÌ_gico Computerizado S.A.,Spain 
11812,Centro MÌ©dico Pintado,Spain 
11856,Obra Hospitalaria Ntra Sra de Regla,Spain 
11863,PoliclÌ_nica Villarrobledo,Spain 
11869,ClÌ_nica Asistel,Spain 
11884,Unidad de la Mujer Hospital Ruber Internacional,Spain 
11889,Dr Carlos Ortiz Instituto de CirugÌ_a OftalmolÌ_gica,Spain 
11972,Serveis de Salut Integrats Baix EmpordÌÊ PalamÌ_s,Spain 
11979,ClÌ_nica San Miguel Centro de DiagnÌ_stico,Spain 
11993,ClÌ_nica GinecolÌ_gica Levante,Spain 
41,Sahlgrenska University Hospital,Sweden 
100,Norrbottens Lans Landsting,Sweden 
158,Karolinska Institute & University Hospital,Sweden 
178,Jamtlands Lands Landsting,Sweden 
312,Akademiska Sjukhuset Uppsala University Hospital,Sweden 
647,Stockholm Heart Center,Sweden 
774,Regionala Cancercentrum i Samverkan,Sweden 
1906,Ersta Hospital,Sweden 
1927,Stockholm South General Hospital,Sweden 
